date,store,product,series_id,day_index,weekday,is_promo,demand
2024-05-25,S1,P1,S1_P1,145,5,False,148
2024-05-26,S1,P1,S1_P1,146,6,False,225
2024-05-27,S1,P1,S1_P1,147,0,False,135
2024-05-28,S1,P1,S1_P1,148,1,False,129
2024-05-29,S1,P1,S1_P1,149,2,False,142
2024-05-30,S1,P1,S1_P1,150,3,False,77
2024-05-31,S1,P1,S1_P1,151,4,False,103
2024-06-01,S1,P1,S1_P1,152,5,False,197
2024-06-02,S1,P1,S1_P1,153,6,False,131
2024-06-03,S1,P1,S1_P1,154,0,False,93
2024-06-04,S1,P1,S1_P1,155,1,False,95
2024-06-05,S1,P1,S1_P1,156,2,False,85
2024-06-06,S1,P1,S1_P1,157,3,False,126
2024-06-07,S1,P1,S1_P1,158,4,False,297
2024-06-08,S1,P1,S1_P1,159,5,False,171
2024-06-09,S1,P1,S1_P1,160,6,False,120
2024-06-10,S1,P1,S1_P1,161,0,False,118
2024-06-11,S1,P1,S1_P1,162,1,False,115
2024-06-12,S1,P1,S1_P1,163,2,False,46
2024-06-13,S1,P1,S1_P1,164,3,False,247
2024-06-14,S1,P1,S1_P1,165,4,False,137
2024-06-15,S1,P1,S1_P1,166,5,False,102
2024-06-16,S1,P1,S1_P1,167,6,False,44
2024-06-17,S1,P1,S1_P1,168,0,False,173
2024-06-18,S1,P1,S1_P1,169,1,False,142
2024-06-19,S1,P1,S1_P1,170,2,False,257
2024-06-20,S1,P1,S1_P1,171,3,True,111
2024-06-21,S1,P1,S1_P1,172,4,False,226
2024-06-22,S1,P1,S1_P1,173,5,False,220
2024-06-23,S1,P1,S1_P1,174,6,False,98
2024-06-24,S1,P1,S1_P1,175,0,False,169
2024-06-25,S1,P1,S1_P1,176,1,False,99
2024-06-26,S1,P1,S1_P1,177,2,False,66
2024-06-27,S1,P1,S1_P1,178,3,False,157
2024-06-28,S1,P1,S1_P1,179,4,False,68
2024-06-29,S1,P1,S1_P1,180,5,False,174
2024-06-30,S1,P1,S1_P1,181,6,False,123
2024-07-01,S1,P1,S1_P1,182,0,False,147
2024-07-02,S1,P1,S1_P1,183,1,False,127
2024-07-03,S1,P1,S1_P1,184,2,False,127
2024-07-04,S1,P1,S1_P1,185,3,False,50
2024-07-05,S1,P1,S1_P1,186,4,False,145
2024-07-06,S1,P1,S1_P1,187,5,False,133
2024-07-07,S1,P1,S1_P1,188,6,False,166
2024-07-08,S1,P1,S1_P1,189,0,False,85
2024-07-09,S1,P1,S1_P1,190,1,False,219
2024-07-10,S1,P1,S1_P1,191,2,False,87
2024-07-11,S1,P1,S1_P1,192,3,False,130
2024-07-12,S1,P1,S1_P1,193,4,False,188
2024-07-13,S1,P1,S1_P1,194,5,False,183
2024-07-14,S1,P1,S1_P1,195,6,False,83
2024-07-15,S1,P1,S1_P1,196,0,False,106
2024-07-16,S1,P1,S1_P1,197,1,False,123
2024-07-17,S1,P1,S1_P1,198,2,False,83
2024-07-18,S1,P1,S1_P1,199,3,False,144
2024-07-19,S1,P1,S1_P1,200,4,False,269
2024-07-20,S1,P1,S1_P1,201,5,False,202
2024-07-21,S1,P1,S1_P1,202,6,False,138
2024-07-22,S1,P1,S1_P1,203,0,False,60
2024-07-23,S1,P1,S1_P1,204,1,False,119
2024-07-24,S1,P1,S1_P1,205,2,False,102
2024-07-25,S1,P1,S1_P1,206,3,False,141
2024-07-26,S1,P1,S1_P1,207,4,False,99
2024-07-27,S1,P1,S1_P1,208,5,False,157
2024-07-28,S1,P1,S1_P1,209,6,False,135
2024-07-29,S1,P1,S1_P1,210,0,False,155
2024-07-30,S1,P1,S1_P1,211,1,False,72
2024-07-31,S1,P1,S1_P1,212,2,False,72
2024-08-01,S1,P1,S1_P1,213,3,False,64
2024-08-02,S1,P1,S1_P1,214,4,False,176
2024-08-03,S1,P1,S1_P1,215,5,True,179
2024-08-04,S1,P1,S1_P1,216,6,False,176
2024-08-05,S1,P1,S1_P1,217,0,False,172
2024-08-06,S1,P1,S1_P1,218,1,False,60
2024-08-07,S1,P1,S1_P1,219,2,True,212
2024-08-08,S1,P1,S1_P1,220,3,False,111
2024-08-09,S1,P1,S1_P1,221,4,False,101
2024-08-10,S1,P1,S1_P1,222,5,False,249
2024-08-11,S1,P1,S1_P1,223,6,False,43
2024-08-12,S1,P1,S1_P1,224,0,False,136
2024-08-13,S1,P1,S1_P1,225,1,False,150
2024-08-14,S1,P1,S1_P1,226,2,False,170
2024-08-15,S1,P1,S1_P1,227,3,False,159
2024-08-16,S1,P1,S1_P1,228,4,False,186
2024-08-17,S1,P1,S1_P1,229,5,False,146
2024-08-18,S1,P1,S1_P1,230,6,False,169
2024-08-19,S1,P1,S1_P1,231,0,False,105
2024-08-20,S1,P1,S1_P1,232,1,False,98
2024-08-21,S1,P1,S1_P1,233,2,False,134
2024-08-22,S1,P1,S1_P1,234,3,False,121
2024-08-23,S1,P1,S1_P1,235,4,False,117
2024-08-24,S1,P1,S1_P1,236,5,False,137
2024-08-25,S1,P1,S1_P1,237,6,False,149
2024-08-26,S1,P1,S1_P1,238,0,False,115
2024-08-27,S1,P1,S1_P1,239,1,False,70
2024-08-28,S1,P1,S1_P1,240,2,True,100
2024-08-29,S1,P1,S1_P1,241,3,False,146
2024-08-30,S1,P1,S1_P1,242,4,False,127
2024-08-31,S1,P1,S1_P1,243,5,False,100
2024-09-01,S1,P1,S1_P1,244,6,False,135
2024-09-02,S1,P1,S1_P1,245,0,True,173
2024-09-03,S1,P1,S1_P1,246,1,True,291
2024-09-04,S1,P1,S1_P1,247,2,False,222
2024-09-05,S1,P1,S1_P1,248,3,False,75
2024-09-06,S1,P1,S1_P1,249,4,False,248
2024-09-07,S1,P1,S1_P1,250,5,False,208
2024-09-08,S1,P1,S1_P1,251,6,False,192
2024-09-09,S1,P1,S1_P1,252,0,False,206
2024-09-10,S1,P1,S1_P1,253,1,False,74
2024-09-11,S1,P1,S1_P1,254,2,False,93
2024-09-12,S1,P1,S1_P1,255,3,False,130
2024-09-13,S1,P1,S1_P1,256,4,False,127
2024-09-14,S1,P1,S1_P1,257,5,False,140
2024-09-15,S1,P1,S1_P1,258,6,False,73
2024-09-16,S1,P1,S1_P1,259,0,False,65
2024-09-17,S1,P1,S1_P1,260,1,False,67
2024-09-18,S1,P1,S1_P1,261,2,False,74
2024-09-19,S1,P1,S1_P1,262,3,False,101
2024-09-20,S1,P1,S1_P1,263,4,False,279
2024-09-21,S1,P1,S1_P1,264,5,False,138
2024-09-22,S1,P1,S1_P1,265,6,False,114
2024-09-23,S1,P1,S1_P1,266,0,False,94
2024-09-24,S1,P1,S1_P1,267,1,False,59
2024-09-25,S1,P1,S1_P1,268,2,False,86
2024-09-26,S1,P1,S1_P1,269,3,False,122
2024-09-27,S1,P1,S1_P1,270,4,False,175
2024-09-28,S1,P1,S1_P1,271,5,False,224
2024-09-29,S1,P1,S1_P1,272,6,False,180
2024-09-30,S1,P1,S1_P1,273,0,False,115
2024-10-01,S1,P1,S1_P1,274,1,False,145
2024-10-02,S1,P1,S1_P1,275,2,False,64
2024-10-03,S1,P1,S1_P1,276,3,False,168
2024-10-04,S1,P1,S1_P1,277,4,False,54
2024-10-05,S1,P1,S1_P1,278,5,False,316
2024-10-06,S1,P1,S1_P1,279,6,False,124
2024-10-07,S1,P1,S1_P1,280,0,False,131
2024-10-08,S1,P1,S1_P1,281,1,False,116
2024-10-09,S1,P1,S1_P1,282,2,False,173
2024-10-10,S1,P1,S1_P1,283,3,False,84
2024-10-11,S1,P1,S1_P1,284,4,False,137
2024-10-12,S1,P1,S1_P1,285,5,False,184
2024-10-13,S1,P1,S1_P1,286,6,False,165
2024-10-14,S1,P1,S1_P1,287,0,False,51
2024-10-15,S1,P1,S1_P1,288,1,True,286
2024-10-16,S1,P1,S1_P1,289,2,False,121
2024-10-17,S1,P1,S1_P1,290,3,False,196
2024-10-18,S1,P1,S1_P1,291,4,False,156
2024-10-19,S1,P1,S1_P1,292,5,False,139
2024-10-20,S1,P1,S1_P1,293,6,False,109
2024-10-21,S1,P1,S1_P1,294,0,False,121
2024-10-22,S1,P1,S1_P1,295,1,False,42
2024-10-23,S1,P1,S1_P1,296,2,False,158
2024-10-24,S1,P1,S1_P1,297,3,False,135
2024-10-25,S1,P1,S1_P1,298,4,False,180
2024-10-26,S1,P1,S1_P1,299,5,False,117
2024-10-27,S1,P1,S1_P1,300,6,True,217
2024-10-28,S1,P1,S1_P1,301,0,False,61
2024-10-29,S1,P1,S1_P1,302,1,False,85
2024-10-30,S1,P1,S1_P1,303,2,True,212
2024-10-31,S1,P1,S1_P1,304,3,False,98
2024-11-01,S1,P1,S1_P1,305,4,False,105
2024-11-02,S1,P1,S1_P1,306,5,False,110
2024-11-03,S1,P1,S1_P1,307,6,False,132
2024-11-04,S1,P1,S1_P1,308,0,False,67
2024-11-05,S1,P1,S1_P1,309,1,False,176
2024-11-06,S1,P1,S1_P1,310,2,True,187
2024-11-07,S1,P1,S1_P1,311,3,False,38
2024-11-08,S1,P1,S1_P1,312,4,False,204
2024-11-09,S1,P1,S1_P1,313,5,False,85
2024-11-10,S1,P1,S1_P1,314,6,False,162
2024-11-11,S1,P1,S1_P1,315,0,False,163
2024-11-12,S1,P1,S1_P1,316,1,True,201
2024-11-13,S1,P1,S1_P1,317,2,True,263
2024-11-14,S1,P1,S1_P1,318,3,False,184
2024-11-15,S1,P1,S1_P1,319,4,False,137
2024-11-16,S1,P1,S1_P1,320,5,False,123
2024-11-17,S1,P1,S1_P1,321,6,False,146
2024-11-18,S1,P1,S1_P1,322,0,False,94
2024-11-19,S1,P1,S1_P1,323,1,False,133
2024-11-20,S1,P1,S1_P1,324,2,False,67
2024-11-21,S1,P1,S1_P1,325,3,False,139
2024-11-22,S1,P1,S1_P1,326,4,False,121
2024-11-23,S1,P1,S1_P1,327,5,False,132
2024-11-24,S1,P1,S1_P1,328,6,False,134
2024-11-25,S1,P1,S1_P1,329,0,True,244
2024-11-26,S1,P1,S1_P1,330,1,False,108
2024-11-27,S1,P1,S1_P1,331,2,False,137
2024-11-28,S1,P1,S1_P1,332,3,False,165
2024-11-29,S1,P1,S1_P1,333,4,True,289
2024-11-30,S1,P1,S1_P1,334,5,False,135
2024-12-01,S1,P1,S1_P1,335,6,False,199
2024-12-02,S1,P1,S1_P1,336,0,False,169
2024-12-03,S1,P1,S1_P1,337,1,False,109
2024-12-04,S1,P1,S1_P1,338,2,False,64
2024-12-05,S1,P1,S1_P1,339,3,False,99
2024-12-06,S1,P1,S1_P1,340,4,False,109
2024-12-07,S1,P1,S1_P1,341,5,False,178
2024-12-08,S1,P1,S1_P1,342,6,False,323
2024-12-09,S1,P1,S1_P1,343,0,False,150
2024-12-10,S1,P1,S1_P1,344,1,False,102
2024-12-11,S1,P1,S1_P1,345,2,False,159
2024-12-12,S1,P1,S1_P1,346,3,False,78
2024-12-13,S1,P1,S1_P1,347,4,False,114
2024-12-14,S1,P1,S1_P1,348,5,True,324
2024-12-15,S1,P1,S1_P1,349,6,False,141
2024-12-16,S1,P1,S1_P1,350,0,False,186
2024-12-17,S1,P1,S1_P1,351,1,False,192
2024-12-18,S1,P1,S1_P1,352,2,False,62
2024-12-19,S1,P1,S1_P1,353,3,False,154
2024-12-20,S1,P1,S1_P1,354,4,False,87
2024-12-21,S1,P1,S1_P1,355,5,False,109
2024-12-22,S1,P1,S1_P1,356,6,False,91
2024-12-23,S1,P1,S1_P1,357,0,True,137
2024-12-24,S1,P1,S1_P1,358,1,False,93
2024-12-25,S1,P1,S1_P1,359,2,False,178
2024-12-26,S1,P1,S1_P1,360,3,False,131
2024-12-27,S1,P1,S1_P1,361,4,False,178
2024-12-28,S1,P1,S1_P1,362,5,False,180
2024-12-29,S1,P1,S1_P1,363,6,False,119
2024-12-30,S1,P1,S1_P1,364,0,False,80
2024-12-31,S1,P1,S1_P1,365,1,True,262
2025-01-01,S1,P1,S1_P1,366,2,False,151
2025-01-02,S1,P1,S1_P1,367,3,True,249
2025-01-03,S1,P1,S1_P1,368,4,False,74
2025-01-04,S1,P1,S1_P1,369,5,False,180
2025-01-05,S1,P1,S1_P1,370,6,False,68
2025-01-06,S1,P1,S1_P1,371,0,False,76
2025-01-07,S1,P1,S1_P1,372,1,False,136
2025-01-08,S1,P1,S1_P1,373,2,False,101
2025-01-09,S1,P1,S1_P1,374,3,False,214
2025-01-10,S1,P1,S1_P1,375,4,False,72
2025-01-11,S1,P1,S1_P1,376,5,False,210
2025-01-12,S1,P1,S1_P1,377,6,False,231
2025-01-13,S1,P1,S1_P1,378,0,True,348
2025-01-14,S1,P1,S1_P1,379,1,False,113
2025-01-15,S1,P1,S1_P1,380,2,False,229
2025-01-16,S1,P1,S1_P1,381,3,False,34
2025-01-17,S1,P1,S1_P1,382,4,False,91
2025-01-18,S1,P1,S1_P1,383,5,False,129
2025-01-19,S1,P1,S1_P1,384,6,False,175
2025-01-20,S1,P1,S1_P1,385,0,False,88
2025-01-21,S1,P1,S1_P1,386,1,False,136
2025-01-22,S1,P1,S1_P1,387,2,False,158
2025-01-23,S1,P1,S1_P1,388,3,False,229
2025-01-24,S1,P1,S1_P1,389,4,False,162
2025-01-25,S1,P1,S1_P1,390,5,False,125
2025-01-26,S1,P1,S1_P1,391,6,False,154
2025-01-27,S1,P1,S1_P1,392,0,False,211
2025-01-28,S1,P1,S1_P1,393,1,False,73
2025-01-29,S1,P1,S1_P1,394,2,False,143
2025-01-30,S1,P1,S1_P1,395,3,False,133
2025-01-31,S1,P1,S1_P1,396,4,False,215
2025-02-01,S1,P1,S1_P1,397,5,False,215
2025-02-02,S1,P1,S1_P1,398,6,False,189
2025-02-03,S1,P1,S1_P1,399,0,False,174
2025-02-04,S1,P1,S1_P1,400,1,False,175
2025-02-05,S1,P1,S1_P1,401,2,False,81
2025-02-06,S1,P1,S1_P1,402,3,False,182
2025-02-07,S1,P1,S1_P1,403,4,False,150
2025-02-08,S1,P1,S1_P1,404,5,False,196
2025-02-09,S1,P1,S1_P1,405,6,False,273
2025-02-10,S1,P1,S1_P1,406,0,False,144
2025-02-11,S1,P1,S1_P1,407,1,False,80
2025-02-12,S1,P1,S1_P1,408,2,False,66
2025-02-13,S1,P1,S1_P1,409,3,False,171
2025-02-14,S1,P1,S1_P1,410,4,False,122
2025-02-15,S1,P1,S1_P1,411,5,False,208
2025-02-16,S1,P1,S1_P1,412,6,False,204
2025-02-17,S1,P1,S1_P1,413,0,False,145
2025-02-18,S1,P1,S1_P1,414,1,False,116
2025-02-19,S1,P1,S1_P1,415,2,False,200
2025-02-20,S1,P1,S1_P1,416,3,False,188
2025-02-21,S1,P1,S1_P1,417,4,False,120
2025-02-22,S1,P1,S1_P1,418,5,False,134
2025-02-23,S1,P1,S1_P1,419,6,False,115
2025-02-24,S1,P1,S1_P1,420,0,False,175
2025-02-25,S1,P1,S1_P1,421,1,False,171
2025-02-26,S1,P1,S1_P1,422,2,False,159
2025-02-27,S1,P1,S1_P1,423,3,False,158
2025-02-28,S1,P1,S1_P1,424,4,False,174
2025-03-01,S1,P1,S1_P1,425,5,False,207
2025-03-02,S1,P1,S1_P1,426,6,False,113
2025-03-03,S1,P1,S1_P1,427,0,False,136
2025-03-04,S1,P1,S1_P1,428,1,False,96
2025-03-05,S1,P1,S1_P1,429,2,False,96
2025-03-06,S1,P1,S1_P1,430,3,False,78
2025-03-07,S1,P1,S1_P1,431,4,False,118
2025-03-08,S1,P1,S1_P1,432,5,False,113
2025-03-09,S1,P1,S1_P1,433,6,False,93
2025-03-10,S1,P1,S1_P1,434,0,False,118
2025-03-11,S1,P1,S1_P1,435,1,False,100
2025-03-12,S1,P1,S1_P1,436,2,False,147
2025-03-13,S1,P1,S1_P1,437,3,False,107
2025-03-14,S1,P1,S1_P1,438,4,False,153
2025-03-15,S1,P1,S1_P1,439,5,False,310
2025-03-16,S1,P1,S1_P1,440,6,False,170
2025-03-17,S1,P1,S1_P1,441,0,False,111
2025-03-18,S1,P1,S1_P1,442,1,False,158
2025-03-19,S1,P1,S1_P1,443,2,False,129
2025-03-20,S1,P1,S1_P1,444,3,False,120
2025-03-21,S1,P1,S1_P1,445,4,False,153
2025-03-22,S1,P1,S1_P1,446,5,False,164
2025-03-23,S1,P1,S1_P1,447,6,False,145
2025-03-24,S1,P1,S1_P1,448,0,False,113
2025-03-25,S1,P1,S1_P1,449,1,False,148
2025-03-26,S1,P1,S1_P1,450,2,False,107
2025-03-27,S1,P1,S1_P1,451,3,False,202
2025-03-28,S1,P1,S1_P1,452,4,False,162
2025-03-29,S1,P1,S1_P1,453,5,False,170
2025-03-30,S1,P1,S1_P1,454,6,True,277
2025-03-31,S1,P1,S1_P1,455,0,False,231
2025-04-01,S1,P1,S1_P1,456,1,False,203
2025-04-02,S1,P1,S1_P1,457,2,False,47
2025-04-03,S1,P1,S1_P1,458,3,False,194
2025-04-04,S1,P1,S1_P1,459,4,False,63
2025-04-05,S1,P1,S1_P1,460,5,False,93
2025-04-06,S1,P1,S1_P1,461,6,False,133
2025-04-07,S1,P1,S1_P1,462,0,False,128
2025-04-08,S1,P1,S1_P1,463,1,False,88
2025-04-09,S1,P1,S1_P1,464,2,False,159
2025-04-10,S1,P1,S1_P1,465,3,False,193
2025-04-11,S1,P1,S1_P1,466,4,False,136
2025-04-12,S1,P1,S1_P1,467,5,False,290
2025-04-13,S1,P1,S1_P1,468,6,False,159
2025-04-14,S1,P1,S1_P1,469,0,True,234
2025-04-15,S1,P1,S1_P1,470,1,False,167
2025-04-16,S1,P1,S1_P1,471,2,False,148
2025-04-17,S1,P1,S1_P1,472,3,False,135
2025-04-18,S1,P1,S1_P1,473,4,False,51
2025-04-19,S1,P1,S1_P1,474,5,False,248
2025-04-20,S1,P1,S1_P1,475,6,False,119
2025-04-21,S1,P1,S1_P1,476,0,False,175
2025-04-22,S1,P1,S1_P1,477,1,False,123
2025-04-23,S1,P1,S1_P1,478,2,False,126
2025-04-24,S1,P1,S1_P1,479,3,False,221
2025-04-25,S1,P1,S1_P1,480,4,False,120
2025-04-26,S1,P1,S1_P1,481,5,False,104
2025-04-27,S1,P1,S1_P1,482,6,False,201
2025-04-28,S1,P1,S1_P1,483,0,False,109
2025-04-29,S1,P1,S1_P1,484,1,False,74
2025-04-30,S1,P1,S1_P1,485,2,False,81
2025-05-01,S1,P1,S1_P1,486,3,False,84
2025-05-02,S1,P1,S1_P1,487,4,True,391
2025-05-03,S1,P1,S1_P1,488,5,True,307
2025-05-04,S1,P1,S1_P1,489,6,True,467
2025-05-05,S1,P1,S1_P1,490,0,False,64
2025-05-06,S1,P1,S1_P1,491,1,False,85
2025-05-07,S1,P1,S1_P1,492,2,False,127
2025-05-08,S1,P1,S1_P1,493,3,False,128
2025-05-09,S1,P1,S1_P1,494,4,False,96
2025-05-10,S1,P1,S1_P1,495,5,False,146
2025-05-11,S1,P1,S1_P1,496,6,False,129
2025-05-12,S1,P1,S1_P1,497,0,False,69
2025-05-13,S1,P1,S1_P1,498,1,False,101
2025-05-14,S1,P1,S1_P1,499,2,False,71
2025-05-15,S1,P1,S1_P1,500,3,False,120
2025-05-16,S1,P1,S1_P1,501,4,False,150
2025-05-17,S1,P1,S1_P1,502,5,True,202
2025-05-18,S1,P1,S1_P1,503,6,False,187
2025-05-19,S1,P1,S1_P1,504,0,False,198
2025-05-20,S1,P1,S1_P1,505,1,False,122
2025-05-21,S1,P1,S1_P1,506,2,False,167
2025-05-22,S1,P1,S1_P1,507,3,False,64
2025-05-23,S1,P1,S1_P1,508,4,False,166
2025-05-24,S1,P1,S1_P1,509,5,False,279
2025-05-25,S1,P1,S1_P1,510,6,False,83
2025-05-26,S1,P1,S1_P1,511,0,False,212
2025-05-27,S1,P1,S1_P1,512,1,False,57
2025-05-28,S1,P1,S1_P1,513,2,False,198
2025-05-29,S1,P1,S1_P1,514,3,False,113
2025-05-30,S1,P1,S1_P1,515,4,False,152
